paper_id,level,stem,tbl_idx,n_rows,n_cols,title,category,has_unit,is_conc_titled,has_hm,has_op,is_hm_op
P11554,B,2024_梁文煦_Unknown_null,1,20,4,Table 2.1 Experimental reagents,other,False,False,True,False,False
P11554,B,2024_梁文煦_Unknown_null,2,9,4,Table 2.2 Experimental apparatus,other,False,False,True,False,False
P11554,B,2024_梁文煦_Unknown_null,3,16,4,续表 2.2 实验仪器 | Continued table 2.2 Experimental apparatus,other,False,False,True,False,False
P11554,B,2024_梁文煦_Unknown_null,4,9,2,表 2.3 降解中间体的毒理学数据,conc_like,True,False,False,False,False
P11554,B,2024_梁文煦_Unknown_null,5,5,4,Table 3.1 Experimental reagents,other,False,False,True,False,False
P11554,B,2024_梁文煦_Unknown_null,6,5,3,Table 3.2 Gradient elution program,other,False,False,False,False,False
P11554,B,2024_梁文煦_Unknown_null,7,10,2,表 3.3 降解中间体的毒理学数据,other,False,False,False,False,False
P11554,B,2024_梁文煦_Unknown_null,8,19,5,Table 3.4 Condensed Fukui function,other,False,False,False,False,False
P11554,B,2024_梁文煦_Unknown_null,9,3,2,Table 3.5 GLY concentration in lettuce,other,False,True,True,False,False
P00612,B,2014_Sun L et al_EnvironSciPollutRes_10.1007-s11356-014-3171-6,0,11,8,"ntrations were relatively lower at coke power site; however, compared to the background, t",other,False,False,True,True,True
P00612,B,2014_Sun L et al_EnvironSciPollutRes_10.1007-s11356-014-3171-6,1,39,14,Table 2 Concentrations of heavy metal (mg/kg) and ∑16 PAHs (μg/kg) in plant and correspond,other,False,True,True,True,True
P00612,B,2014_Sun L et al_EnvironSciPollutRes_10.1007-s11356-014-3171-6,2,14,4,Table 3 Correlation coefficients between heavy metal elements and ∑16 PAHs of soil and pla,other,False,False,True,True,True
P00612,B,2014_Sun L et al_EnvironSciPollutRes_10.1007-s11356-014-3171-6,3,10,8,Table 4 Principal component analysis factors and loadings for heavy metal and ∑16 PAHs con,other,False,False,True,True,True
P03120,B,2017_顾平_环境科学_10.13671-j.hjkxxb.2017.0404,0,3,11,Table 1 Physical and chemical characters of the tested contaminated soil,other,False,False,True,False,False
P03120,B,2017_顾平_环境科学_10.13671-j.hjkxxb.2017.0404,1,6,4,Table 2 The effect of different heavy metal ions on B［a］P degradation by strain BB-1,other,False,False,True,False,False
P04017,B,2014_Tang X et al_EnvironRes_10.3390-ijerph110303118,0,7,8,Table 1. Heavy metals content in paddy soil collected from Taizhou region (mg $\mathbf { k,other,False,False,True,False,False
P04017,B,2014_Tang X et al_EnvironRes_10.3390-ijerph110303118,1,7,5,Table 2. Soil enzymes activities in paddy soil in different distances.,other,False,False,True,False,False
P04017,B,2014_Tang X et al_EnvironRes_10.3390-ijerph110303118,2,7,4,Table 3. The number of microbes (bacteria and actinomycetes) in different sampling sites.,other,False,False,True,False,False
P00906,B,2013_Wei H et al_IntJEnvironSciTechnol_10.1007-s13762-013-0216-1,0,15,12,Table 1 Layout of the $\mathrm { L } _ { 9 } ~ ( 3 ^ { 4 } )$ matrix and results for the e,other,False,False,False,False,False
P01532,B,2013_Dong Z et al_JHazardMater_10.1016-j.jhazmat.2013.05.003,0,24,2,## Table 1 | Characteristics of the soil used for the experiments.,conc_like,True,False,True,True,True
P01532,B,2013_Dong Z et al_JHazardMater_10.1016-j.jhazmat.2013.05.003,1,8,5,Table 2,other,False,False,False,False,False
P01532,B,2013_Dong Z et al_JHazardMater_10.1016-j.jhazmat.2013.05.003,2,6,6,Table 3,other,False,False,False,False,False
P01532,B,2013_Dong Z et al_JHazardMater_10.1016-j.jhazmat.2013.05.003,3,9,4,Table 4,other,False,False,False,True,False
P01532,B,2013_Dong Z et al_JHazardMater_10.1016-j.jhazmat.2013.05.003,4,4,6,## Table 5 | Acyclic and cyclic napthenic acid values and A/C ratio in soil sections of Bi,other,False,False,True,False,False
P02376,B,2014_Tangetal_ChemEcol_10.1080-02757540.2013.844798,0,10,7,"Table 1. Concentrations of PBDEs in soil collected from Taizhou, China (μg/kg dry wt).",other,False,True,True,True,True
P02376,B,2014_Tangetal_ChemEcol_10.1080-02757540.2013.844798,1,22,7,"Table 2. Concentrations of PCDD/Fs in soil collected from Taizhou, China (pg/g dry wt).",other,False,True,True,False,False
P02376,B,2014_Tangetal_ChemEcol_10.1080-02757540.2013.844798,2,15,15,"Table 3 . Pearson correlation matrix among pH, SOM, inorganic and organic compounds .",other,False,False,True,True,True
P06121,B,2008_Peng C et al_EnvironPollut_null,0,7,15,"## Table 1 | Statistical description of PAHs, heavy metals, and soil properties.",summary_conc,True,False,True,True,True
P06121,B,2008_Peng C et al_EnvironPollut_null,1,13,12,"LMW PAHs denotes low-molecular-weight PAHs containing 2e3 rings (NAP, ACPY, ACP, FL, PHE, ",other,False,False,True,True,True
P06121,B,2008_Peng C et al_EnvironPollut_null,2,9,10,"To understand the causes of the PCs, one needs to clarify the similarities of and differen",risk_or_source,False,False,True,False,False
P06121,B,2008_Peng C et al_EnvironPollut_null,3,7,3,Fig. 2. Loading plot of factor analysis for PAHs and heavy metals (PC denotes principal co,risk_or_source,False,False,True,True,True
P06121,B,2008_Peng C et al_EnvironPollut_null,4,6,4,"In recent decades, metropolitan Beijing experienced extremely fast development and constru",other,False,False,True,False,False
P06840,B,2013_Peng C et al_EnvironPollut_null,0,7,15,"## Table 1 | Statistical description of PAHs, heavy metals, and soil properties.",summary_conc,True,False,True,True,True
P06840,B,2013_Peng C et al_EnvironPollut_null,1,13,12,"LMW PAHs denotes low-molecular-weight PAHs containing 2e3 rings (NAP, ACPY, ACP, FL, PHE, ",other,False,False,True,True,True
P06840,B,2013_Peng C et al_EnvironPollut_null,2,9,10,"To understand the causes of the PCs, one needs to clarify the similarities of and differen",risk_or_source,False,False,True,False,False
P06840,B,2013_Peng C et al_EnvironPollut_null,3,7,3,Fig. 2. Loading plot of factor analysis for PAHs and heavy metals (PC denotes principal co,risk_or_source,False,False,True,True,True
P06840,B,2013_Peng C et al_EnvironPollut_null,4,6,4,"In recent decades, metropolitan Beijing experienced extremely fast development and constru",other,False,False,True,False,False
P06898,B,2013_Zhong M et al_EnvironPollut_null,0,13,5,Table 1. Exposure parameters .,other,False,False,True,False,False
P06898,B,2013_Zhong M et al_EnvironPollut_null,1,13,7,Table 2.Toxicity data.,risk_or_source,False,False,True,False,False
P06898,B,2013_Zhong M et al_EnvironPollut_null,2,40,9,Table 3.Statistic variants of the analytical results.,conc_like,True,False,False,False,False
P06898,B,2013_Zhong M et al_EnvironPollut_null,3,27,8,Table 4.The risk results of the COCs at the site.,risk_or_source,False,False,True,False,False
P06898,B,2013_Zhong M et al_EnvironPollut_null,4,6,4,Table 5.Remediation targets for the five contaminants in each area (mg/kg).,other,False,True,False,False,False
P00742,B,2012_Wang K et al_JSoilsSediments_10.1007-s11368-012-0471-7,0,20,2,Table 1 Selected physicochemical properties of the soil in this study,conc_like,True,False,True,True,True
P00742,B,2012_Wang K et al_JSoilsSediments_10.1007-s11368-012-0471-7,1,11,4,"Table 2 Initial concentrations of Cd, phenanthrene (PHE), and pyrene (PYR) in the treated ",other,False,True,True,False,False
P00742,B,2012_Wang K et al_JSoilsSediments_10.1007-s11368-012-0471-7,2,18,7,"Table 3 PAHs removal rate, dehydrogenase activity and microbial biomass C in soils influen",other,False,False,True,True,True
P01428,B,2012_Cui C et al_EnvironToxicol_10.1016-j.etap.2012.05.009,0,9,11,1 TAE running buffer and visualized under UV in a Gel Doc 2000 (Bio-Rad). | DGGE bands wer,conc_like,True,False,True,False,False
P01428,B,2012_Cui C et al_EnvironToxicol_10.1016-j.etap.2012.05.009,1,17,5,## 3.3. DGGE and phylogenetic analysis | The DGGE patterns were similar for all the soil s,other,False,False,True,False,False
P01428,B,2012_Cui C et al_EnvironToxicol_10.1016-j.etap.2012.05.009,2,31,3,Table 3 – Comparison of genomic sequences in dominant DGGE bands by sequencing and BLAST a,other,False,False,True,False,False
P01428,B,2012_Cui C et al_EnvironToxicol_10.1016-j.etap.2012.05.009,3,17,10,t the toxicity of heavy metals is an important factor affecting the composition of soil mi,other,False,False,True,False,False
P02268,B,10_1039_c2em30433c,0,19,11,Table 1 Total PAHs concentrations of all samples with TEFs values from the Tiefa coal mini,other,False,True,True,True,True
P02268,B,10_1039_c2em30433c,1,12,6,Table 2 PAH concentration in soils compared to other studies in the world,summary_conc,True,True,True,True,True
P02368,B,2012_Wang X S et al_IntJEnvironStud_10.1080-00207233.2012.702414,0,19,7,Table 1. Physicochemical properties of PAHs of interest [14].,other,False,False,True,True,True
P02368,B,2012_Wang X S et al_IntJEnvironStud_10.1080-00207233.2012.702414,1,7,7,Table 2. Summary statistics for BC (mg/g) and HMs (mg/kg) concentrations in urban soils.,other,False,True,True,False,False
P02368,B,2012_Wang X S et al_IntJEnvironStud_10.1080-00207233.2012.702414,2,4,9,Table 3. Pearson correlation coefficients between BC and individual PAHs.,other,False,False,False,True,False
P02368,B,2012_Wang X S et al_IntJEnvironStud_10.1080-00207233.2012.702414,3,2,6,Table 4. Spearman correlation coefficients (ρ) between BC and HMs.,other,False,False,True,False,False
P03109,B,2015_叶昊_土壤_10.13421-j.cnki.hjwsxzz.2015.03.025,0,11,6,表1 不同电子垃圾拆解场土壤中重金属含量,other,False,True,True,False,False
P03109,B,2015_叶昊_土壤_10.13421-j.cnki.hjwsxzz.2015.03.025,1,7,6,表2 不同电子垃圾拆解场土壤中有机污染物含量,other,False,True,True,True,True
P11676,B,2014_英文并_土壤_null,0,12,6,表2-1部分地区PAHs污染情况,summary_conc,True,False,False,True,False
P11676,B,2014_英文并_土壤_null,1,28,4,表1-2土壤污染各修复方式的优缺点,other,False,False,True,False,False
P11676,B,2014_英文并_土壤_null,2,37,4,表1-3土壤污染植物修复进展,other,False,False,True,True,True
P11676,B,2014_英文并_土壤_null,3,7,5,Table3-l Germination of each plant,other,False,False,False,False,False
P11676,B,2014_英文并_土壤_null,4,24,4,Table 4-l The adding amount of pollutant under each treatment,other,False,False,True,True,True
P11676,B,2014_英文并_土壤_null,5,30,5,Table 4-2 Dry weight of the root、stem and leaf of sorghum×sudan grass,sample_conc,True,True,True,True,True
P11676,B,2014_英文并_土壤_null,6,5,3,Table 4-3 Net change on dry weight of root、stem and leaf under different combinative level,other,False,True,True,False,False
P11676,B,2014_英文并_土壤_null,7,5,4,Table4-4 Net change on dry weight of root、stem and leafunder different combinative level o,other,False,True,True,True,True
P11676,B,2014_英文并_土壤_null,8,5,4,Table4-5 Net change on dry weight of root、stem and leaf under different combinative level ,other,False,True,True,True,True
P11676,B,2014_英文并_土壤_null,9,5,4,Table4-6 Net change on dry weight of root、stem and leaf under different combinative level ,other,False,True,True,True,True
P11676,B,2014_英文并_土壤_null,10,32,5,表4-7玉米根茎叶干重,sample_conc,True,True,True,True,True
P11676,B,2014_英文并_土壤_null,11,5,3,Table 4-8 Net change on dry weight of root、stem and leaf under different combinative level,other,False,True,True,False,False
P11676,B,2014_英文并_土壤_null,12,5,3,Table 4-9 Net change on dry weight of root、stem and leaf under different combinative level,other,False,True,True,True,True
P11676,B,2014_英文并_土壤_null,13,5,3,Table 4-10 Net change on dry weight of root、stem and leaf under different combinative leve,other,False,True,True,True,True
P11676,B,2014_英文并_土壤_null,14,5,4,Table4-ll Net change on dry weight of root、stem and leaf under different combinative level,other,False,True,True,True,True
P11676,B,2014_英文并_土壤_null,15,31,4,表 4-12 黑麦草根及茎叶干重,sample_conc,True,True,True,True,True
P11676,B,2014_英文并_土壤_null,16,4,4,Table 4-l3 Net change on dry weight of root and stem&leaf under different combinative leve,other,False,True,True,True,True
P11676,B,2014_英文并_土壤_null,17,4,4,Table4-l4 Net change on dry weight of root and stem&leaf under different combinative level,other,False,True,True,True,True
P11676,B,2014_英文并_土壤_null,18,4,4,Table4-15 Net change on dry weight of root and stem&leaf under different combinative level,other,False,True,True,True,True
P11676,B,2014_英文并_土壤_null,19,4,4,Table4-16 Net change on dry weight of root and stem&leaf under different combinative level,other,False,True,True,True,True
P11676,B,2014_英文并_土壤_null,20,4,4,Table4-17 Effects of diferent pollution treatment on the leaf pigments of sorghum×sudan gr,conc_like,True,False,True,True,True
P11676,B,2014_英文并_土壤_null,21,27,5,Table4-17 Effects of diferent pollution treatment on the leaf pigments of sorghum×sudan gr,other,False,False,True,True,True
P11676,B,2014_英文并_土壤_null,22,29,5,Table 4-18 Effects of different pollution treatment on the leaf pigments of Zea mays.L,conc_like,True,False,True,True,True
P11676,B,2014_英文并_土壤_null,23,29,5,Table 4-19 Effects of different pollution treatment on the leaf pigments of Ryegrass,conc_like,True,False,True,True,True
P11676,B,2014_英文并_土壤_null,24,18,5,Table5-1 Cu contents in sorghum×sudan grass under diferent treatments （mg·kg-）,sample_conc,True,True,True,True,True
P11676,B,2014_英文并_土壤_null,25,19,5,Table5-2 Cu contents in Zea mays.L under different treatments (mg·kg-'),sample_conc,True,True,True,True,True
P11676,B,2014_英文并_土壤_null,26,5,3,Table5-3 Cu contents in Ryegrass under different treatments (mg·kg-1),sample_conc,True,True,True,False,False
P11676,B,2014_英文并_土壤_null,27,14,4,Table5-3 Cu contents in Ryegrass under different treatments (mg·kg-1),other,False,True,True,True,True
P11676,B,2014_英文并_土壤_null,28,19,5,Table5-4 Cd contents in sorghum×sudan grass under different treatments,conc_like,True,False,True,True,True
P11676,B,2014_英文并_土壤_null,29,6,4,Table5-5 Cd contents in Zea mays.L under different treatments (mg·kg-'）,sample_conc,True,True,True,False,False
P11676,B,2014_英文并_土壤_null,30,13,5,Table5-5 Cd contents in Zea mays.L under different treatments (mg·kg-'）,other,False,True,True,True,True
P11676,B,2014_英文并_土壤_null,31,19,4,Table5-6 Cd contents in Ryegras under different treatments (mg:kg-'）,conc_like,True,False,True,True,True
P03287,B,2009_杨传杰_环境科学_10.16507-j.issn.1006-6055.2009.02.042,0,5,5,Table1Examples of enhanced phytoremediation of heavy metals by EDTA,other,False,False,True,False,False
P11191,B,2020_李婷_环境科学_null,0,24,5,Table 2-1 Production status of each plant,other,False,False,True,False,False
P11191,B,2020_李婷_环境科学_null,1,17,3,Table 2-2 Monitoring factors and analysis methods,other,False,False,True,True,True
P11191,B,2020_李婷_环境科学_null,2,7,2,"法 HJ491-2009土壤总铬的测定火焰原子</td></tr><tr><td rowspan=""2""></td><td>总铬</td><td>吸收分光光度法</td></tr>",other,False,False,True,False,False
P11191,B,2020_李婷_环境科学_null,3,35,3,Table 2-3 List of experimental reagents,other,False,False,True,True,True
P11191,B,2020_李婷_环境科学_null,4,15,3,Table 2-4 List of experimental instruments,other,False,False,True,False,False
P11191,B,2020_李婷_环境科学_null,5,8,9,Table 3-1 Content level statistics,other,False,False,False,False,False
P11191,B,2020_李婷_环境科学_null,6,11,8,Table 3-2 Heavy metal content statistics of each production unit,other,False,False,True,False,False
P11191,B,2020_李婷_环境科学_null,7,8,8,Table 3-3 Content level statistics,other,False,False,False,False,False
P11191,B,2020_李婷_环境科学_null,8,12,9,Table 3-4 Heavy metal content statistics of each production unit,other,False,False,True,False,False
P11191,B,2020_李婷_环境科学_null,9,8,8,Table 3-5 Content level statistics,other,False,False,True,False,False
